"","ADM0_A3","scalerank","featurecla","LABELRANK","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","BRK_DIFF","NAME","NAME_LONG","BRK_A3","BRK_NAME","BRK_GROUP","ABBREV","POSTAL","FORMAL_EN","FORMAL_FR","NOTE_ADM0","NOTE_BRK","NAME_SORT","NAME_ALT","MAPCOLOR7","MAPCOLOR8","MAPCOLOR9","MAPCOLOR13","POP_EST","GDP_MD_EST","POP_YEAR","LASTCENSUS","GDP_YEAR","ECONOMY","INCOME_GRP","WIKIPEDIA","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","UN_A3","WB_A2","WB_A3","WOE_ID","WOE_ID_EH","WOE_NOTE","ADM0_A3_IS","ADM0_A3_US","ADM0_A3_UN","ADM0_A3_WB","CONTINENT","REGION_UN","SUBREGION","REGION_WB","NAME_LEN","LONG_LEN","ABBREV_LEN","TINY","HOMEPART","Country","HighIncome","OECD","SERF","GDPPC","Education","Health","Housing","Food","Work","EnrollYear","EnrollGDP","EnrollRate","EnrollAdjPerf","PrimaryYear","PrimaryGDP","PrimaryRate","PrimaryAdjPerf","ChildSurviveYear","ChildSurviveGDP","ChildSurviveRate","ChildSurviveAdjPerf","Age65Year","Age65GDP","Age65Rate","Age65AdjPerf","ContraceptiveYear","ContraceptiveGDP","ContraceptiveRate","ContraceptiveAdjPerf","SanitationYear","SanitationGDP","SanitationRate","SanitationAdjPerf","RuralImprovedH20Year","RuralImprovedH20GDP","RuralImprovedH20Rate","RuralImprovedH20AdjPerf","StuntingYear","StuntingGDP","StuntingRate","Stunting.AdjPerf","NotPoorYear","NotPoorGDP","NotPoorRate","NotPoorAdjPerf"
"26","BHS",3,"Admin-0 country",4,"The Bahamas","BHS",0,2,"Sovereign country","The Bahamas",0,"The Bahamas","BHS",0,"The Bahamas","BHS",0,"Bahamas","Bahamas","BHS","Bahamas",NA,"Bhs.","BS","Commonwealth of the Bahamas",NA,NA,NA,"Bahamas, The",NA,1,1,2,5,309156,9093,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"BF","BS","BHS","044","044","BS","BHS",23424758,23424758,"Exact WOE match as country","BHS","BHS",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,4,-99,1,"Bahamas, The",1,0,NA,21602.67549,NA,NA,92.5304989,NA,NA,NA,NA,NA,NA,2010,22894.25706,93.09858704,82.4021646,2015,21602.67549,98.79,97.06119071,2014,22252.89004,77.92912751,83.35867957,NA,NA,NA,NA,2015,21602.67549,92,88.12589264,2015,21602.67549,98.4,96.93510517,NA,NA,NA,NA,NA,NA,NA,NA
"27","BIH",0,"Admin-0 country",5,"Bosnia and Herzegovina","BIH",0,2,"Sovereign country","Bosnia and Herzegovina",0,"Bosnia and Herzegovina","BIH",0,"Bosnia and Herzegovina","BIH",0,"Bosnia and Herz.","Bosnia and Herzegovina","BIH","Bosnia and Herz.",NA,"B.H.","BiH","Bosnia and Herzegovina",NA,NA,NA,"Bosnia and Herzegovina",NA,1,1,1,2,4613414,29700,-99,1991,-99,"6. Developing region","3. Upper middle income",-99,"BK","BA","BIH","070","070","BA","BIH",23424761,23424761,"Exact WOE match as country","BIH","BIH",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",16,22,4,-99,1,"Bosnia and Herzegovina",0,0,89.36547893,10118.77042,89.06320456,69.46964426,97.30510365,91.49637115,99.49307105,2014,9802.365697,77.98262024,83.20792195,2014,9802.365697,97.09832001,94.91848718,2015,10118.77042,99.46,100,2014,9802.365697,83.61075976,93.74318741,2012,9443.826755,12,14.66574536,2015,10118.77042,94.8,94.6102073,2015,10118.77042,100,100,2012,9443.826755,91.10000038,91.49637115,2011,9523.106752,99.55,99.49307105
"28","BJN",6,"Admin-0 country",8,"Bajo Nuevo Bank (Petrel Is.)","BJN",0,2,"Indeterminate","Bajo Nuevo Bank (Petrel Is.)",0,"Bajo Nuevo Bank (Petrel Is.)","BJN",0,"Bajo Nuevo Bank (Petrel Is.)","BJN",1,"Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank (Petrel Islands)","B41","Bajo Nuevo Bank (Petrel Is.)",NA,NA,NA,NA,NA,"Disputed","Claimed by Columbia, Jamaica, Nicaragua and the United States","Bajo Nuevo Bank (Petrel Is.)",NA,3,7,6,-99,-99,-99,2012,-99,2012,"7. Least developed region","5. Low income",-99,"-99","-99","-99","-99","-099","-99","-99",-99,-99,"No WOE equivalent.","-99","B41",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",28,32,0,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","BLM",6,"Admin-0 country",6,"France","FR1",1,2,"Dependency","Saint Barthelemy",0,"Saint Barthelemy","BLM",0,"Saint Barthelemy","BLM",0,"St-Barthélemy","Saint-Barthélemy","BLM","St-Barthélemy",NA,"St. B.","BL","Saint-Barthélemy",NA,"Fr.",NA,"St-Barthélemy",NA,7,5,9,11,7448,255,-99,-99,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"TB","BL","BLM","652","652","-99","-99",56042304,56042304,"Exact WOE match as country","BLM","BLM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",13,16,6,4,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","BLR",0,"Admin-0 country",4,"Belarus","BLR",0,2,"Sovereign country","Belarus",0,"Belarus","BLR",0,"Belarus","BLR",0,"Belarus","Belarus","BLR","Belarus",NA,"Bela.","BY","Republic of Belarus",NA,NA,NA,"Belarus",NA,1,1,5,11,9648533,114100,-99,2009,-99,"6. Developing region","3. Upper middle income",-99,"BO","BY","BLR","112","112","BY","BLR",23424765,23424765,"Exact WOE match as country","BLR","BLR",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,5,-99,1,"Belarus",0,0,93.65022857,16661.99044,97.23978903,77.97297819,95.48156311,97.5568125,100,2015,16661.99044,99.92988,100,2014,17363.59864,97.61971283,94.47957806,2015,16661.99044,99.54,99.68426269,2014,17363.59864,69.67208283,72.71505519,2012,16906.03765,51.2,61.5196167,2015,16661.99044,94.3,92.48378044,2015,16661.99044,99.1,98.47934577,2005,10850.42836,95.5,97.5568125,2014,17363.59864,100,100
"31","BLZ",0,"Admin-0 country",6,"Belize","BLZ",0,2,"Sovereign country","Belize",0,"Belize","BLZ",0,"Belize","BLZ",0,"Belize","Belize","BLZ","Belize",NA,"Belize","BZ","Belize",NA,NA,NA,"Belize",NA,1,4,5,7,307899,2536,-99,2010,-99,"6. Developing region","4. Lower middle income",-99,"BH","BZ","BLZ","084","084","BZ","BLZ",23424760,23424760,"Exact WOE match as country","BLZ","BLZ",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",6,6,6,-99,1,"Belize",0,0,NA,7967.766835,91.82251497,80.18270996,95.66038043,76.43630553,NA,2015,7967.766835,75.97016,83.64502993,2014,8055.42888,102.1257782,100,2015,7967.766835,98.35,97.12943036,2014,8055.42888,72.75181379,79.6151467,2011,7867.204816,51.8,63.80355282,2015,7967.766835,90.5,91.32076085,2015,7967.766835,100,100,2011,7867.204816,80.70000076,76.43630553,NA,NA,NA,NA
"32","BMU",5,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Bermuda",0,"Bermuda","BMU",0,"Bermuda","BMU",0,"Bermuda","Bermuda","BMU","Bermuda",NA,"Berm.","BM","The Bermudas or Somers Isles",NA,"U.K.",NA,"Bermuda",NA,6,6,6,3,67837,4500,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"BD","BM","BMU","060","060","BM","BMU",23424756,23424756,"Exact WOE match as country","BMU","BMU",-99,-99,"North America","Americas","Northern America","North America",7,7,5,4,-99,"Bermuda",1,0,NA,NA,55.62494653,NA,NA,NA,NA,2013,50669.31477,65.66256714,48.86221376,2013,50669.31477,88.94348907,62.3876793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","BOL",0,"Admin-0 country",3,"Bolivia","BOL",0,2,"Sovereign country","Bolivia",0,"Bolivia","BOL",0,"Bolivia","BOL",0,"Bolivia","Bolivia","BOL","Bolivia",NA,"Bolivia","BO","Plurinational State of Bolivia",NA,NA,NA,"Bolivia",NA,1,5,2,3,9775246,43270,-99,2001,-99,"5. Emerging region: G20","4. Lower middle income",-99,"BL","BO","BOL","068","068","BO","BOL",23424762,23424762,"Exact WOE match as country","BOL","BOL",-99,-99,"South America","Americas","South America","Latin America & Caribbean",7,7,7,-99,1,"Bolivia",0,0,77.41985186,6531.073588,99.29285173,69.92545126,62.87370043,66.38020242,88.62705344,2007,4972.552651,83.73825836,98.58570345,2008,5191.213418,102.7947922,100,2015,6531.073588,96.16,90.60105755,2014,6325.068991,68.84408844,75.50001049,2008,5191.213418,34.6,43.67528575,2015,6531.073588,50.3,51.42958218,2015,6531.073588,75.6,74.31781868,2008,5191.213418,72.79999924,66.38020242,2014,6325.068991,87.31,88.62705344
"34","BRA",0,"Admin-0 country",2,"Brazil","BRA",0,2,"Sovereign country","Brazil",0,"Brazil","BRA",0,"Brazil","BRA",0,"Brazil","Brazil","BRA","Brazil",NA,"Brazil","BR","Federative Republic of Brazil",NA,NA,NA,"Brazil",NA,5,6,5,7,198739269,1993000,-99,2010,-99,"3. Emerging region: BRIC","3. Upper middle income",-99,"BR","BR","BRA","076","076","BR","BRA",23424768,23424768,"Exact WOE match as country","BRA","BRA",-99,-99,"South America","Americas","South America","Latin America & Caribbean",6,6,6,-99,1,"Brazil",0,0,NA,14454.93732,NA,91.24100263,79.69796872,92.91535754,89.42479882,2014,15162.41778,90.67132,91.49907525,NA,NA,NA,NA,2015,14454.93732,98.36,96.12182955,2014,15162.41778,78.01990382,84.38793606,2006,12532.83953,77,93.21324229,2015,14454.93732,82.8,79.13203836,2015,14454.93732,87,80.26389907,2007,13150.0052,92.9000001,92.91535754,2014,15162.41778,92.44,89.42479882
"35","BRB",3,"Admin-0 country",5,"Barbados","BRB",0,2,"Sovereign country","Barbados",0,"Barbados","BRB",0,"Barbados","BRB",0,"Barbados","Barbados","BRB","Barbados",NA,"Barb.","BB","Barbados",NA,NA,NA,"Barbados",NA,4,1,5,3,284589,5425,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"BB","BB","BRB","052","052","BB","BRB",23424754,23424754,"Exact WOE match as country","BRB","BRB",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",8,8,5,3,1,"Barbados",1,0,NA,15408.38466,93.44492647,85.06630419,97.33623361,91.41106511,NA,2011,15404.80135,95.73803711,96.48116234,2014,15318.61424,95.54802704,90.40869059,2015,15408.38466,98.7,97.11931575,2014,15318.61424,83.26614773,91.49447124,2012,15397.1047,55.3,66.58512559,2015,15408.38466,96.2,95.16097908,2015,15408.38466,99.7,99.51148814,2012,15397.1047,92.30000019,91.41106511,NA,NA,NA,NA
"36","BRN",0,"Admin-0 country",6,"Brunei","BRN",0,2,"Sovereign country","Brunei",0,"Brunei","BRN",0,"Brunei","BRN",0,"Brunei","Brunei Darussalam","BRN","Brunei",NA,"Brunei","BN","Negara Brunei Darussalam",NA,NA,NA,"Brunei",NA,4,6,6,12,388190,20250,-99,2001,-99,"6. Developing region","2. High income: nonOECD",-99,"BX","BN","BRN","096","096","BN","BRN",23424773,23424773,"Exact WOE match as country","BRN","BRN",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",6,17,6,2,1,"Brunei Darussalam",1,0,NA,73604.87963,82.36959368,NA,NA,48.30867687,NA,2015,73604.87963,80.90537,64.73918736,2014,75052.02193,100.5607986,100,2015,73604.87963,98.98,97.05974859,2014,75052.02193,88.67394768,96.26493678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,78833.23594,80.29999924,48.30867687,NA,NA,NA,NA
"37","BTN",0,"Admin-0 country",5,"Bhutan","BTN",0,2,"Sovereign country","Bhutan",0,"Bhutan","BTN",0,"Bhutan","BTN",0,"Bhutan","Bhutan","BTN","Bhutan",NA,"Bhutan","BT","Kingdom of Bhutan",NA,NA,NA,"Bhutan",NA,5,6,1,8,691141,3524,-99,2005,-99,"7. Least developed region","4. Lower middle income",-99,"BT","BT","BTN","064","064","BT","BTN",23424770,23424770,"Exact WOE match as country","BTN","BTN",-99,-99,"Asia","Asia","Southern Asia","South Asia",6,6,6,-99,1,"Bhutan",0,0,77.2011116,7860.987122,85.88675644,82.46572489,75.44911962,55.16260214,87.0413549,2013,7167.526211,68.24703979,76.34520121,2014,7476.58231,97.01998138,95.42831168,2015,7860.987122,96.71,91.91100827,2014,7476.58231,68.56184939,74.11693334,2010,6485.588497,65.4,81.36923305,2015,7860.987122,50.4,50.89823924,2015,7860.987122,100,100,2010,6485.588497,66.40000153,55.16260214,2012,7120.274077,86.67,87.0413549
"38","BWA",0,"Admin-0 country",4,"Botswana","BWA",0,2,"Sovereign country","Botswana",0,"Botswana","BWA",0,"Botswana","BWA",0,"Botswana","Botswana","BWA","Botswana",NA,"Bwa.","BW","Republic of Botswana",NA,NA,NA,"Botswana",NA,6,5,7,3,1990876,27060,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"BC","BW","BWA","072","072","BW","BWA",23424755,23424755,"Exact WOE match as country","BWA","BWA",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",8,8,4,-99,1,"Botswana",0,0,68.67921388,14876.36204,88.47733253,69.58197175,72.16199216,56.4526896,56.72208339,2013,15022.07427,76.93154144,77.69826357,2013,15022.07427,99.66015625,99.25640149,2015,14876.36204,95.64,87.47755733,2014,15200.23871,59.68134543,59.4303702,2008,13617.80695,51.2,61.83798772,2015,14876.36204,63.4,56.36715392,2015,14876.36204,92.3,87.9568304,2007,13065.8637,68.60000038,56.4526896,2009,12329.21671,64.26,56.72208339
"39","CAF",0,"Admin-0 country",4,"Central African Republic","CAF",0,2,"Sovereign country","Central African Republic",0,"Central African Republic","CAF",0,"Central African Republic","CAF",0,"Central African Rep.","Central African Republic","CAF","Central African Rep.",NA,"C.A.R.","CF","Central African Republic",NA,NA,NA,"Central African Republic",NA,5,6,6,9,4511488,3198,-99,2003,-99,"7. Least developed region","5. Low income",-99,"CT","CF","CAF","140","140","CF","CAF",23424792,23424792,"Exact WOE match as country","CAF","CAF",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",20,24,6,-99,1,"Central African Republic",0,0,69.45326755,581.1361707,55.92640632,68.53420156,94.5501235,83.77568457,44.47992181,2012,919.6975684,42.4890213,56.88607652,2012,919.6975684,44.4225502,54.96673611,2015,581.1361707,86.99,87.61085032,2014,565.5954357,43.06389353,100,2011,900.6397845,9.3,17.99175436,2015,581.1361707,21.8,90.36664028,2015,581.1361707,54.4,98.73360672,2010,888.716861,59.29999924,83.77568457,2008,880.5488724,17.73,44.47992181
"40","CAN",0,"Admin-0 country",2,"Canada","CAN",0,2,"Sovereign country","Canada",0,"Canada","CAN",0,"Canada","CAN",0,"Canada","Canada","CAN","Canada",NA,"Can.","CA","Canada",NA,NA,NA,"Canada",NA,6,6,2,2,33487208,1300000,-99,2011,-99,"1. Developed region: G7","1. High income: OECD",-99,"CA","CA","CAN","124","124","CA","CAN",23424775,23424775,"Exact WOE match as country","CAN","CAN",-99,-99,"North America","Americas","Northern America","North America",6,6,4,-99,1,"Canada",1,1,NA,42894.66666,NA,NA,98.43854146,NA,NA,NA,NA,NA,NA,2006,41203.3504,96.5304184,87.9657773,2015,42894.66666,99.51,98.90106364,2014,42800.08504,89.83343925,98.2975963,NA,NA,NA,NA,2015,42894.66666,99.8,99.57324949,2015,42894.66666,99,97.30383343,NA,NA,NA,NA,NA,NA,NA,NA
"41","CHE",0,"Admin-0 country",4,"Switzerland","CHE",0,2,"Sovereign country","Switzerland",0,"Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","Switzerland","CHE","Switzerland",NA,"Switz.","CH","Swiss Confederation",NA,NA,NA,"Switzerland",NA,5,2,7,3,7604467,316700,-99,2010,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"SZ","CH","CHE","756","756","CH","CHE",23424957,23424957,"Exact WOE match as country","CHE","CHE",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",11,11,6,-99,1,"Switzerland",1,1,NA,56517.45244,80.61580721,NA,99.87748705,NA,NA,2014,56680.4365,88.09047699,79.58524368,2014,56680.4365,95.35034943,81.64637074,2015,56517.45244,99.61,99.11005348,2014,56680.4365,91.40551846,100,NA,NA,NA,NA,2015,56517.45244,99.9,99.7549741,2015,56517.45244,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"42","CHL",0,"Admin-0 country",2,"Chile","CHL",0,2,"Sovereign country","Chile",0,"Chile","CHL",0,"Chile","CHL",0,"Chile","Chile","CHL","Chile",NA,"Chile","CL","Republic of Chile",NA,NA,NA,"Chile",NA,5,1,5,9,16601707,244500,-99,2002,-99,"5. Emerging region: G20","3. Upper middle income",-99,"CI","CL","CHL","152","152","CL","CHL",23424782,23424782,"Exact WOE match as country","CHL","CHL",-99,-99,"South America","Americas","South America","Latin America & Caribbean",5,5,5,-99,1,"Chile",1,1,NA,22197.04271,93.66692639,NA,92.96674707,100,96.53431148,2015,22197.04271,97.16813,96.81460926,2014,21923.38642,96.30917358,90.51924352,2015,22197.04271,99.19,98.29908941,2014,21923.38642,88.12473193,97.1158548,NA,NA,NA,NA,2015,22197.04271,99.1,98.62033211,2015,22197.04271,93.3,87.31316204,2014,21923.38642,98.20000005,100,2013,21748.32609,97.95,96.53431148
"43","CHN",0,"Admin-0 country",2,"China","CH1",1,2,"Country","China",0,"China","CHN",0,"China","CHN",0,"China","China","CHN","China",NA,"China","CN","People's Republic of China",NA,NA,NA,"China",NA,4,4,4,3,1338612968,7973000,-99,2010,-99,"3. Emerging region: BRIC","3. Upper middle income",-99,"CH","CN","CHN","156","156","CN","CHN",23424781,23424781,"Exact WOE match as country","CHN","CHN",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,5,5,-99,1,"China",0,0,NA,13571.68553,NA,97.29543161,80.98576825,90.69578025,86.21014243,2015,13571.68553,79.97297,81.62189159,NA,NA,NA,NA,2015,13571.68553,98.93,98.01031423,2014,12758.64867,84.54976948,93.8759806,2006,6411.042988,84,100,2015,13571.68553,76.5,72.47860375,2015,13571.68553,93,89.49293275,2010,9525.819142,90.60000038,90.69578025,2013,11951.24879,88.91,86.21014243
"44","CIV",0,"Admin-0 country",3,"Ivory Coast","CIV",0,2,"Sovereign country","Ivory Coast",0,"Ivory Coast","CIV",0,"Ivory Coast","CIV",0,"Côte d'Ivoire","Côte d'Ivoire","CIV","Côte d'Ivoire",NA,"I.C.","CI","Republic of Ivory Coast","Republic of Cote D'Ivoire",NA,NA,"Côte d'Ivoire",NA,4,6,3,3,20617068,33850,-99,1998,-99,"6. Developing region","4. Lower middle income",-99,"IV","CI","CIV","384","384","CI","CIV",23424854,23424854,"Exact WOE match as country","CIV","CIV",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",13,13,4,-99,1,"Cote d'Ivoire",0,0,55.19801121,3300.072489,62.56655577,44.63483341,48.14987568,68.36652711,52.27226406,2015,3300.072489,55.24694,68.18170555,2014,3097.341369,56.91072083,56.95140599,2015,3300.072489,90.74,75.3432738,2014,3097.341369,42.57138397,41.69275784,2012,2752.989454,12.5,16.86846861,2015,3300.072489,22.5,24.79123341,2015,3300.072489,68.8,71.50851795,2012,2752.989454,70.39999962,68.36652711,2008,2705.126462,44.86,52.27226406
"45","CLP",6,"Admin-0 country",5,"France","FR1",1,2,"Dependency","Clipperton Island",0,"Clipperton Island","CLP",0,"Clipperton Island","CLP",0,"Clipperton I.","Clipperton Island","CLP","Clipperton I.",NA,"Clp. I.","CI",NA,NA,NA,NA,"Clipperton Island",NA,7,5,9,11,-99,-99,-99,-99,-99,"7. Least developed region","5. Low income",-99,"IP","-99","-99","-99","-099","-99","-99",23424850,23424850,"WOE admin-1 (territory) match.","FRA","CLP",-99,-99,"Seven seas (open ocean)","Americas","Central America","Latin America & Caribbean",13,17,7,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CMR",0,"Admin-0 country",3,"Cameroon","CMR",0,2,"Sovereign country","Cameroon",0,"Cameroon","CMR",0,"Cameroon","CMR",0,"Cameroon","Cameroon","CMR","Cameroon",NA,"Cam.","CM","Republic of Cameroon",NA,NA,NA,"Cameroon",NA,1,4,1,3,18879301,42750,-99,2005,-99,"6. Developing region","4. Lower middle income",-99,"CM","CM","CMR","120","120","CM","CMR",23424785,23424785,"Exact WOE match as country","CMR","CMR",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",8,8,4,-99,1,"Cameroon",0,0,62.84036507,2925.887417,81.29462588,50.0785881,53.45974284,64.35290293,65.01596559,2015,2925.887417,71.94519,89.82729135,2014,2835.566677,72.1678009,72.7619604,2015,2925.887417,91.21,77.49753391,2014,2835.566677,49.27325929,53.15319145,2011,2614.495561,14.4,19.58503894,2015,2925.887417,45.8,51.49741818,2015,2925.887417,52.7,55.42206751,2014,2835.566677,68.29999924,64.35290293,2014,2835.566677,56.46,65.01596559
"47","CNM",1,"Admin-0 country",9,"Cyprus No Mans Area","CNM",0,2,"Indeterminate","Cyprus No Mans Area",0,"Cyprus No Mans Area","CNM",0,"Cyprus No Mans Area","CNM",1,"Cyprus U.N. Buffer Zone","Cyprus U.N. Buffer Zone","B43","Cyprus U.N. Buffer Zone",NA,NA,NA,"Cyprus No Mans Land",NA,NA,NA,"Cyprus No Mans Area",NA,4,1,1,-99,10000,280,2012,-99,2012,"6. Developing region","2. High income: nonOECD",0,"-99","-99","-99","-99","-099","-99","-99",-99,-99,"No WOE equivalent.","CYP","CYP",-99,-99,"Asia","Asia","Western Asia","Europe & Central Asia",23,23,0,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","COD",0,"Admin-0 country",2,"Democratic Republic of the Congo","COD",0,2,"Sovereign country","Democratic Republic of the Congo",0,"Democratic Republic of the Congo","COD",0,"Democratic Republic of the Congo","COD",0,"Dem. Rep. Congo","Democratic Republic of the Congo","COD","Democratic Republic of the Congo",NA,"D.R.C.","DRC","Democratic Republic of the Congo",NA,NA,NA,"Congo, Dem. Rep.",NA,4,4,4,7,68692542,20640,-99,1984,-99,"7. Least developed region","5. Low income",-99,"CG","CD","COD","180","180","ZR","ZAR",23424780,23424780,"Exact WOE match as country","COD","COD",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",15,32,6,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","COG",0,"Admin-0 country",4,"Republic of Congo","COG",0,2,"Sovereign country","Republic of Congo",0,"Republic of Congo","COG",0,"Republic of Congo","COG",0,"Congo","Republic of Congo","COG","Republic of Congo",NA,"Rep. Congo","CG","Republic of Congo",NA,NA,NA,"Congo, Rep.",NA,2,1,3,10,4012809,15350,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,"CF","CG","COG","178","178","CG","COG",23424779,23424779,"Exact WOE match as country","COG","COG",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",5,17,10,-99,1,"Congo, Rep.",0,0,55.09976531,5993.153101,72.1901865,59.46109164,27.41903929,74.94820904,41.48030008,2012,5698.126379,67.01712799,77.47923637,2012,5698.126379,74.25460815,66.90113663,2015,5993.153101,95.5,88.71294679,2014,5988.158823,60.98771318,64.58727548,2012,5698.126379,20,25.08305265,2015,5993.153101,15,15.43881474,2015,5993.153101,40,39.39926384,2015,5993.153101,78.79999924,74.94820904,2011,5632.435875,40.38,41.48030008
"50","COK",5,"Admin-0 country",4,"New Zealand","NZ1",1,2,"Dependency","Cook Islands",0,"Cook Islands","COK",0,"Cook Islands","COK",0,"Cook Is.","Cook Islands","COK","Cook Is.",NA,"Cook Is.","CK",NA,NA,"Assoc. with N.Z.",NA,"Cook Islands",NA,3,3,4,4,11870,183.2,-99,-99,-99,"6. Developing region","3. Upper middle income",-99,"CW","CK","COK","184","184","-99","-99",23424795,23424795,"Exact WOE match as country","COK","COK",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",8,12,8,3,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","COL",0,"Admin-0 country",2,"Colombia","COL",0,2,"Sovereign country","Colombia",0,"Colombia","COL",0,"Colombia","COL",0,"Colombia","Colombia","COL","Colombia",NA,"Col.","CO","Republic of Colombia",NA,NA,NA,"Colombia",NA,2,1,3,1,45644023,395400,-99,2006,-99,"6. Developing region","3. Upper middle income",-99,"CO","CO","COL","170","170","CO","COL",23424787,23424787,"Exact WOE match as country","COL","COL",-99,-99,"South America","Americas","South America","Latin America & Caribbean",8,8,4,-99,1,"Colombia",0,0,85.02449083,12988.33879,95.85219445,90.14612802,70.82031088,85.13717663,83.16664418,2015,12988.33879,89.38359,91.70438891,2014,12715.14324,100.6021805,100,2015,12988.33879,98.41,96.42321811,2014,12715.14324,78.33761272,85.38061273,2010,10900.50433,72.9,88.63455323,2015,12988.33879,81.1,78.17293477,2015,12988.33879,73.8,63.467687,2010,10900.50433,87.30000019,85.13717663,2014,12715.14324,86.8,83.16664418
"52","COM",3,"Admin-0 country",6,"Comoros","COM",0,2,"Sovereign country","Comoros",0,"Comoros","COM",0,"Comoros","COM",0,"Comoros","Comoros","COM","Comoros",NA,"Com.","KM","Union of the Comoros",NA,NA,NA,"Comoros",NA,2,1,4,10,752438,751.2,-99,2003,-99,"7. Least developed region","5. Low income",-99,"CN","KM","COM","174","174","KM","COM",23424786,23424786,"Exact WOE match as country","COM","COM",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",7,7,4,2,1,"Comoros",0,0,81.20138189,1393.256081,83.06695052,68.79862673,75.11714122,79.02419096,100,2014,1412.36289,64.44814,84.71379046,2013,1417.511495,73.57402802,81.42011058,2015,1393.256081,92.65,89.0099243,2014,1412.36289,62.67253549,95.06627737,2012,1403.245387,14.2,22.31967854,2015,1393.256081,35.8,50.23428243,2015,1393.256081,89.1,100,2012,1403.245387,67.90000153,79.02419096,2004,1449.341054,67.74,100
